As Crilly is taken back into the cells, he catches my eyes.	0 0 0 0 0 0 0 0 0 1 1 1	catch someone's eye	figurative	combined-inflection	ADP PROPN VERB VERB ADV ADP DET NOUN PRON VERB ADJ NOUN	▁As ▁Cr illy ▁is ▁taken ▁back ▁into ▁the ▁cells , ▁he ▁catches ▁my ▁eyes .	0 0 0 0 0 0 0 0 0 0 0 1 1 1 1	ADP PROPN PROPN VERB VERB ADV ADP DET NOUN NOUN PRON VERB ADJ NOUN NOUN
Folly started to read down the list, but then her eye was caught by an emphatic message, scrawled across the page in capitals and underlined twice.	0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	misc	PROPN VERB PART VERB PART DET NOUN CCONJ ADV ADJ NOUN VERB VERB ADP DET ADJ NOUN VERB ADP DET NOUN ADP NOUN CCONJ VERB ADV	▁F ol ly ▁started ▁to ▁read ▁down ▁the ▁list , ▁but ▁then ▁her ▁eye ▁was ▁caught ▁by ▁an ▁empha tic ▁message , ▁scr aw led ▁across ▁the ▁page ▁in ▁capital s ▁and ▁underlined ▁twice .	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN VERB PART VERB PART DET NOUN NOUN CCONJ ADV ADJ NOUN VERB VERB ADP DET ADJ ADJ NOUN NOUN VERB VERB VERB ADP DET NOUN ADP NOUN NOUN CCONJ VERB ADV ADV
Sanchez caught the bookie's eye.	0 1 0 1 1	catch someone's eye	figurative	combined-inflection	PROPN VERB DET NOUN NOUN	▁San chez ▁caught ▁the ▁book ie ' s ▁eye .	0 0 1 0 1 1 1 1 1 1	PROPN PROPN VERB DET NOUN NOUN NOUN NOUN NOUN NOUN
Sean caught Ruth's eye and winked at her.	0 1 1 1 0 0 0 0	catch someone's eye	figurative	combined-inflection	PROPN VERB PROPN NOUN CCONJ VERB ADP PRON	▁Sea n ▁caught ▁Ru th ' s ▁eye ▁and ▁win ked ▁at ▁her .	0 0 1 1 1 1 1 1 0 0 0 0 0 0	PROPN PROPN VERB PROPN PROPN PROPN PROPN NOUN CCONJ VERB VERB ADP PRON PRON
One of the first things to catch the visitor's eye when starting down from the castle esplanade is a cannonball lodged in the wall of a house, believed to have been fired from the castle at Holyroodhouse in 1745 when anti - Jacobite forces on the Castle Rock were at odds with Prince Charles Edward at the lower end of the town.	0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	combined-other	NUM ADP DET ADJ NOUN PART VERB DET NOUN NOUN ADV VERB PART ADP DET ADJ NOUN VERB DET NOUN VERB ADP DET NOUN ADP DET NOUN VERB PART VERB VERB VERB ADP DET NOUN ADP PROPN ADP NUM ADV ADV PUNCT ADJ NOUN ADP DET PROPN PROPN VERB ADP NOUN ADP PROPN PROPN PROPN ADP DET ADJ NOUN ADP DET NOUN	▁One ▁of ▁the ▁first ▁things ▁to ▁catch ▁the ▁visit or ' s ▁eye ▁when ▁starting ▁down ▁from ▁the ▁cast le ▁es plan ade ▁is ▁a ▁can non ball ▁lodged ▁in ▁the ▁wall ▁of ▁a ▁house , ▁believed ▁to ▁have ▁been ▁fired ▁from ▁the ▁cast le ▁at ▁Holy ro od house ▁in ▁17 45 ▁when ▁anti ▁- ▁Jacob ite ▁forces ▁on ▁the ▁Castle ▁Rock ▁were ▁at ▁odd s ▁with ▁Prince ▁Charles ▁Edward ▁at ▁the ▁lower ▁end ▁of ▁the ▁town .	0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NUM ADP DET ADJ NOUN PART VERB DET NOUN NOUN NOUN NOUN NOUN ADV VERB PART ADP DET ADJ ADJ NOUN NOUN NOUN VERB DET NOUN NOUN NOUN VERB ADP DET NOUN ADP DET NOUN NOUN VERB PART VERB VERB VERB ADP DET NOUN NOUN ADP PROPN PROPN PROPN PROPN ADP NUM NUM ADV ADV PUNCT ADJ ADJ NOUN ADP DET PROPN PROPN VERB ADP NOUN NOUN ADP PROPN PROPN PROPN ADP DET ADJ NOUN ADP DET NOUN NOUN
Rain caught Oliver's eye.	0 1 1 1	catch someone's eye	figurative	combined-inflection	NOUN VERB PROPN NOUN	▁Rain ▁caught ▁Olive r ' s ▁eye .	0 1 1 1 1 1 1 1	NOUN VERB PROPN PROPN PROPN PROPN NOUN NOUN
Something seemed suddenly to catch his eye : the Commonweal School group photograph on the wall above the desk.	0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	possessive	NOUN VERB ADV PART VERB ADJ NOUN PUNCT DET PROPN PROPN NOUN NOUN ADP DET NOUN ADP DET NOUN	▁S omething ▁seemed ▁suddenly ▁to ▁catch ▁his ▁eye ▁ : ▁the ▁Common we al ▁School ▁group ▁photograph ▁on ▁the ▁wall ▁above ▁the ▁desk .	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN VERB ADV PART VERB ADJ NOUN PUNCT PUNCT DET PROPN PROPN PROPN PROPN NOUN NOUN ADP DET NOUN ADP DET NOUN NOUN
Then a movement caught her eye, and she looked to see Adam coming warily round the car, Undry in his hands.	0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	combined-inflection	ADV DET NOUN VERB ADJ NOUN CCONJ PRON VERB PART VERB PROPN VERB ADV ADP DET NOUN PROPN ADP ADJ NOUN	▁Then ▁a ▁movement ▁caught ▁her ▁eye , ▁and ▁she ▁looked ▁to ▁see ▁Adam ▁coming ▁war ily ▁round ▁the ▁car , ▁Un dry ▁in ▁his ▁hands .	0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV DET NOUN VERB ADJ NOUN NOUN CCONJ PRON VERB PART VERB PROPN VERB ADV ADV ADP DET NOUN NOUN PROPN PROPN ADP ADJ NOUN NOUN
He had a brimming goblet of wine in one hand, the other up the skirt of the dancing girl who had caught my eye earlier.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0	catch someone's eye	figurative	combined-inflection	PRON VERB DET VERB NOUN ADP NOUN ADP NUM NOUN DET ADJ ADP DET NOUN ADP DET NOUN NOUN NOUN VERB VERB ADJ NOUN ADV	▁He ▁had ▁a ▁br i mming ▁go ble t ▁of ▁wine ▁in ▁one ▁hand , ▁the ▁other ▁up ▁the ▁skirt ▁of ▁the ▁d ancing ▁girl ▁who ▁had ▁caught ▁my ▁eye ▁earlier .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0	PRON VERB DET VERB VERB VERB NOUN NOUN NOUN ADP NOUN ADP NUM NOUN NOUN DET ADJ ADP DET NOUN ADP DET NOUN NOUN NOUN NOUN VERB VERB ADJ NOUN ADV ADV
Movement on the stern scanners caught her eye.	0 0 0 0 0 1 1 1	catch someone's eye	literal	combined-inflection	PROPN ADP DET ADJ NOUN VERB ADJ NOUN	▁Movement ▁on ▁the ▁stern ▁scanner s ▁caught ▁her ▁eye .	0 0 0 0 0 0 1 1 1 1	PROPN ADP DET ADJ NOUN NOUN VERB ADJ NOUN NOUN
He caught Athelstan's eye.	0 1 1 1	catch someone's eye	figurative	combined-inflection	PRON VERB PROPN NOUN	▁He ▁caught ▁A the l stan ' s ▁eye .	0 1 1 1 1 1 1 1 1 1	PRON VERB PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN
Stevie, deeply troubled, had decided that the only thing was to fall in with her mood, but he kept catching Patrick's eye.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	catch someone's eye	figurative	combined-inflection	PROPN ADV ADJ VERB VERB ADP DET ADJ NOUN VERB PART VERB PART ADP ADJ NOUN CCONJ PRON VERB VERB PROPN NOUN	▁Ste vie , ▁deeply ▁troubled , ▁had ▁decided ▁that ▁the ▁only ▁thing ▁was ▁to ▁fall ▁in ▁with ▁her ▁mood , ▁but ▁he ▁kept ▁catching ▁Patrick ' s ▁eye .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1	PROPN PROPN PROPN ADV ADJ ADJ VERB VERB ADP DET ADJ NOUN VERB PART VERB PART ADP ADJ NOUN NOUN CCONJ PRON VERB VERB PROPN PROPN PROPN NOUN NOUN
It is designed, like a fishing lure, to catch the audience's eye and yield a rich haul at the box - office.	0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	combined-other	PRON VERB VERB ADP DET NOUN NOUN PART VERB DET NOUN NOUN CCONJ VERB DET ADJ NOUN ADP DET NOUN PUNCT NOUN	▁It ▁is ▁designed , ▁like ▁a ▁fishing ▁l ure , ▁to ▁catch ▁the ▁audience ' s ▁eye ▁and ▁yield ▁a ▁rich ▁haul ▁at ▁the ▁box ▁- ▁office .	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB VERB ADP DET NOUN NOUN NOUN NOUN PART VERB DET NOUN NOUN NOUN NOUN CCONJ VERB DET ADJ NOUN ADP DET NOUN PUNCT NOUN NOUN
I hope that I will catch your eye, Madam Deputy Speaker, on Second Reading of at least one of those Bills.	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	possessive	PRON VERB ADP PRON VERB VERB ADJ NOUN PROPN PROPN PROPN ADP PROPN PROPN ADP ADV ADV NUM ADP DET NOUN	▁I ▁hope ▁that ▁I ▁will ▁catch ▁your ▁eye , ▁Madam ▁Deputy ▁Speak er , ▁on ▁Second ▁Read ing ▁of ▁at ▁least ▁one ▁of ▁those ▁Bill s .	0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB ADP PRON VERB VERB ADJ NOUN NOUN PROPN PROPN PROPN PROPN PROPN ADP PROPN PROPN PROPN ADP ADV ADV NUM ADP DET NOUN NOUN NOUN
I caught Werewolf's eye and knew it had to be me who had to ask.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	combined-inflection	PRON VERB PROPN NOUN CCONJ VERB PRON VERB PART VERB PRON NOUN VERB PART VERB	▁I ▁caught ▁We rew ol f ' s ▁eye ▁and ▁knew ▁it ▁had ▁to ▁be ▁me ▁who ▁had ▁to ▁ask .	0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB PROPN PROPN PROPN PROPN PROPN PROPN NOUN CCONJ VERB PRON VERB PART VERB PRON NOUN VERB PART VERB VERB
As he stood there, waiting his arrival, the knocker caught his eye.	0 0 0 0 0 0 0 0 0 1 1 1	catch someone's eye	figurative	combined-inflection	ADP PRON VERB ADV VERB ADJ NOUN DET NOUN VERB ADJ NOUN	▁As ▁he ▁stood ▁there , ▁waiting ▁his ▁arrival , ▁the ▁knock er ▁caught ▁his ▁eye .	0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1	ADP PRON VERB ADV ADV VERB ADJ NOUN NOUN DET NOUN NOUN VERB ADJ NOUN NOUN
‘ My lady,’ said Hugh, catching her eye and breaking into a resigned grin, ‘ my lady, as usual, is making fun of both of us.’	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	combined-inflection	PUNCT ADJ NOUN VERB PROPN VERB ADJ NOUN CCONJ VERB ADP DET ADJ NOUN PUNCT ADJ NOUN ADP ADJ VERB VERB NOUN ADP DET ADP ADJ	▁ ‘ ▁My ▁lady , ’ ▁said ▁Hugh , ▁catching ▁her ▁eye ▁and ▁breaking ▁into ▁a ▁resigned ▁gr in , ▁ ‘ ▁my ▁lady , ▁as ▁usual , ▁is ▁making ▁fun ▁of ▁both ▁of ▁us . ’	0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PUNCT PUNCT ADJ NOUN NOUN NOUN VERB PROPN PROPN VERB ADJ NOUN CCONJ VERB ADP DET ADJ NOUN NOUN NOUN PUNCT PUNCT ADJ NOUN NOUN ADP ADJ ADJ VERB VERB NOUN ADP DET ADP ADJ ADJ ADJ
Jannie cleared the plates away, catching Bob's eye for a moment and pushing her bottom lip up in mock guilt.	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	combined-inflection	PROPN VERB DET NOUN ADV VERB PROPN NOUN ADP DET NOUN CCONJ VERB ADJ NOUN NOUN PART ADP ADJ NOUN	▁Jan nie ▁cleared ▁the ▁plates ▁away , ▁catching ▁Bo b ' s ▁eye ▁for ▁a ▁moment ▁and ▁pushing ▁her ▁bottom ▁lip ▁up ▁in ▁mock ▁guilt .	0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN VERB DET NOUN ADV ADV VERB PROPN PROPN PROPN PROPN NOUN ADP DET NOUN CCONJ VERB ADJ NOUN NOUN PART ADP ADJ NOUN NOUN
One morning, one his way to work as a young reporter on the Gazette de Liege, his eye was caught by a magnificent negress in a brothel window.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0	catch someone's eye	figurative	misc	NUM NOUN NUM ADJ NOUN PART VERB ADP DET ADJ NOUN ADP DET PROPN PROPN PROPN ADJ NOUN VERB VERB ADP DET ADJ NOUN ADP DET NOUN NOUN	▁One ▁morning , ▁one ▁his ▁way ▁to ▁work ▁as ▁a ▁young ▁report er ▁on ▁the ▁Gazette ▁de ▁Li ege , ▁his ▁eye ▁was ▁caught ▁by ▁a ▁magnificent ▁ne gress ▁in ▁a ▁br oth el ▁window .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	NUM NOUN NOUN NUM ADJ NOUN PART VERB ADP DET ADJ NOUN NOUN ADP DET PROPN PROPN PROPN PROPN PROPN ADJ NOUN VERB VERB ADP DET ADJ NOUN NOUN ADP DET NOUN NOUN NOUN NOUN NOUN
In a field where an old horse nibbled the cold grass delicately, a covey of partridges, three strutting chasing moles and an indifferent female, caught my eye.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	catch someone's eye	figurative	combined-inflection	ADP DET NOUN ADV DET ADJ NOUN VERB DET ADJ NOUN ADV DET NOUN ADP NOUN NUM VERB NOUN NOUN CCONJ DET ADJ NOUN VERB ADJ NOUN	▁In ▁a ▁field ▁where ▁an ▁old ▁horse ▁ni bb led ▁the ▁cold ▁grass ▁delicate ly , ▁a ▁co ve y ▁of ▁part rid ges , ▁three ▁str ut ting ▁cha s ing ▁mol es ▁and ▁an ▁in different ▁female , ▁caught ▁my ▁eye .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1	ADP DET NOUN ADV DET ADJ NOUN VERB VERB VERB DET ADJ NOUN ADV ADV ADV DET NOUN NOUN NOUN ADP NOUN NOUN NOUN NOUN NUM VERB VERB VERB NOUN NOUN NOUN NOUN NOUN CCONJ DET ADJ ADJ NOUN NOUN VERB ADJ NOUN NOUN
One small lacquer box had caught his eye.	0 0 0 0 0 1 1 1	catch someone's eye	figurative	combined-inflection	NUM ADJ NOUN NOUN VERB VERB ADJ NOUN	▁One ▁small ▁lacquer ▁box ▁had ▁caught ▁his ▁eye .	0 0 0 0 0 1 1 1 1	NUM ADJ NOUN NOUN VERB VERB ADJ NOUN NOUN
One name caught his eye and he programmed it into the computer.	0 0 1 1 1 0 0 0 0 0 0 0	catch someone's eye	figurative	combined-inflection	NUM NOUN VERB ADJ NOUN CCONJ PRON VERB PRON ADP DET NOUN	▁One ▁name ▁caught ▁his ▁eye ▁and ▁he ▁programme d ▁it ▁into ▁the ▁computer .	0 0 1 1 1 0 0 0 0 0 0 0 0 0	NUM NOUN VERB ADJ NOUN CCONJ PRON VERB VERB PRON ADP DET NOUN NOUN
His voice trailed off as he caught the Superintendent's eye.	0 0 0 0 0 0 1 0 1 1	catch someone's eye	figurative	combined-inflection	ADJ NOUN VERB PART ADP PRON VERB DET PROPN NOUN	▁His ▁voice ▁trail ed ▁off ▁as ▁he ▁caught ▁the ▁Super in ten dent ' s ▁eye .	0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1	ADJ NOUN VERB VERB PART ADP PRON VERB DET PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN
' They were all out to catch Henry's eye.	0 0 0 0 0 0 1 1 1	catch someone's eye	figurative	combined-other	PUNCT PRON VERB ADV ADV PART VERB PROPN NOUN	▁' ▁They ▁were ▁all ▁out ▁to ▁catch ▁Henry ' s ▁eye .	0 0 0 0 0 0 1 1 1 1 1 1	PUNCT PRON VERB ADV ADV PART VERB PROPN PROPN PROPN NOUN NOUN
The little brown bottle caught my eye again, and putting my cup and saucer down I uncapped and re - examined it.	0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	catch someone's eye	figurative	combined-inflection	DET ADJ ADJ NOUN VERB ADJ NOUN ADV CCONJ VERB ADJ NOUN CCONJ NOUN ADV PRON VERB CCONJ NOUN PUNCT VERB PRON	▁The ▁little ▁brown ▁bottle ▁caught ▁my ▁eye ▁again , ▁and ▁putting ▁my ▁cup ▁and ▁sauce r ▁down ▁I ▁un ca pped ▁and ▁re ▁- ▁examined ▁it .	0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ ADJ NOUN VERB ADJ NOUN ADV ADV CCONJ VERB ADJ NOUN CCONJ NOUN NOUN ADV PRON VERB VERB VERB CCONJ NOUN PUNCT VERB PRON PRON
