More than one myth can be held ‘ in the mind’ at one and the same time.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	ADJ ADP NUM NOUN VERB VERB VERB PRON ADP DET NOUN ADP NUM CCONJ DET ADJ NOUN	▁More ▁than ▁one ▁my th ▁can ▁be ▁held ▁ ‘ ▁in ▁the ▁mind ’ ▁at ▁one ▁and ▁the ▁same ▁time .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	ADJ ADP NUM NOUN NOUN VERB VERB VERB PRON PRON ADP DET NOUN NOUN ADP NUM CCONJ DET ADJ NOUN NOUN
Thanks to this, in future it will be possible to offer solutions in which one and the same card can be used as an access card, a credit ~ card at cash dispensers or point - of - sale terminals in trade and commerce, or even as an electronic signature.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	NOUN ADP DET ADP NOUN PRON VERB VERB ADJ PART VERB NOUN ADP ADJ NUM CCONJ DET ADJ NOUN VERB VERB VERB ADP DET NOUN NOUN DET NOUN PUNCT NOUN ADP NOUN NOUN CCONJ NOUN PUNCT ADP PUNCT NOUN NOUN ADP NOUN CCONJ NOUN CCONJ ADV ADP DET ADJ NOUN	▁Thank s ▁to ▁this , ▁in ▁future ▁it ▁will ▁be ▁possible ▁to ▁offer ▁solutions ▁in ▁which ▁one ▁and ▁the ▁same ▁card ▁can ▁be ▁used ▁as ▁an ▁access ▁card , ▁a ▁credit ▁ ~ ▁card ▁at ▁cash ▁dispens ers ▁or ▁point ▁- ▁of ▁- ▁sale ▁terminals ▁in ▁trade ▁and ▁commerce , ▁or ▁even ▁as ▁an ▁electronic ▁signature .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN ADP DET DET ADP NOUN PRON VERB VERB ADJ PART VERB NOUN ADP ADJ NUM CCONJ DET ADJ NOUN VERB VERB VERB ADP DET NOUN NOUN NOUN DET NOUN PUNCT PUNCT NOUN ADP NOUN NOUN NOUN CCONJ NOUN PUNCT ADP PUNCT NOUN NOUN ADP NOUN CCONJ NOUN NOUN CCONJ ADV ADP DET ADJ NOUN NOUN
Universal and human consciousness are one and the same in nature, the only difference being that individual consciousness is experienced as limited or restricted in its operation within its physical vehicle.	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	PROPN CCONJ ADJ NOUN VERB NUM CCONJ DET ADJ ADP NOUN DET ADJ NOUN VERB DET ADJ NOUN VERB VERB ADP ADJ CCONJ VERB ADP ADJ NOUN ADP ADJ ADJ NOUN	▁Universal ▁and ▁human ▁consciousness ▁are ▁one ▁and ▁the ▁same ▁in ▁nature , ▁the ▁only ▁difference ▁being ▁that ▁individual ▁consciousness ▁is ▁experienced ▁as ▁limited ▁or ▁restricted ▁in ▁its ▁operation ▁within ▁its ▁physical ▁vehicle .	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN CCONJ ADJ NOUN VERB NUM CCONJ DET ADJ ADP NOUN NOUN DET ADJ NOUN VERB DET ADJ NOUN VERB VERB ADP ADJ CCONJ VERB ADP ADJ NOUN ADP ADJ ADJ NOUN NOUN
Here we are concerned with a form of corporate provision that can also be used to provide at one and the same time a safety net and a reward for initiative.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADV PRON VERB ADJ ADP DET NOUN ADP ADJ NOUN ADJ VERB ADV VERB VERB PART VERB ADP NUM CCONJ DET ADJ NOUN DET NOUN NOUN CCONJ DET NOUN ADP NOUN	▁Here ▁we ▁are ▁concerned ▁with ▁a ▁form ▁of ▁corporate ▁provision ▁that ▁can ▁also ▁be ▁used ▁to ▁provide ▁at ▁one ▁and ▁the ▁same ▁time ▁a ▁safety ▁net ▁and ▁a ▁reward ▁for ▁initiative .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0	ADV PRON VERB ADJ ADP DET NOUN ADP ADJ NOUN ADJ VERB ADV VERB VERB PART VERB ADP NUM CCONJ DET ADJ NOUN DET NOUN NOUN CCONJ DET NOUN ADP NOUN NOUN
THE NAME of Geoff Griffin may mean little to today's cricket enthusiasts, but this South African bowler, who appeared in only two Tests, is unique in having scaled the heights and plumbed the depths in one and the same match!	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	DET NOUN ADP PROPN PROPN VERB VERB ADJ ADP NOUN NOUN NOUN CCONJ DET ADJ ADJ NOUN NOUN VERB ADP ADV NUM NOUN VERB ADJ ADP VERB VERB DET NOUN CCONJ VERB DET NOUN ADP NUM CCONJ DET ADJ NOUN	▁THE ▁NAME ▁of ▁Ge off ▁G riff in ▁may ▁mean ▁little ▁to ▁today ' s ▁cri cke t ▁en th usia sts , ▁but ▁this ▁South ▁African ▁bowl er , ▁who ▁appeared ▁in ▁only ▁two ▁Tests , ▁is ▁unique ▁in ▁having ▁scale d ▁the ▁height s ▁and ▁plum bed ▁the ▁depth s ▁in ▁one ▁and ▁the ▁same ▁match !	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	DET NOUN ADP PROPN PROPN PROPN PROPN PROPN VERB VERB ADJ ADP NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN CCONJ DET ADJ ADJ NOUN NOUN NOUN NOUN VERB ADP ADV NUM NOUN NOUN VERB ADJ ADP VERB VERB VERB DET NOUN NOUN CCONJ VERB VERB DET NOUN NOUN ADP NUM CCONJ DET ADJ NOUN NOUN
A primary group, with a leader, but with little other ‘ organization’ in it, can therefore be said to be ‘ a number of individuals who have put one and the same object in the place of their ego ideal and have consequently identified themselves with one another in their ego’.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET ADJ NOUN ADP DET NOUN CCONJ ADP ADJ ADJ ADJ NOUN ADP PRON VERB ADV VERB VERB PART VERB PRON DET NOUN ADP NOUN NOUN VERB VERB NUM CCONJ DET ADJ NOUN ADP DET NOUN ADP ADJ ADJ NOUN CCONJ VERB ADV VERB PRON ADP NUM DET ADP ADJ NOUN	▁A ▁primary ▁group , ▁with ▁a ▁leader , ▁but ▁with ▁little ▁other ▁ ‘ ▁organization ’ ▁in ▁it , ▁can ▁therefore ▁be ▁said ▁to ▁be ▁ ‘ ▁a ▁number ▁of ▁individuals ▁who ▁have ▁put ▁one ▁and ▁the ▁same ▁object ▁in ▁the ▁place ▁of ▁their ▁ ego ▁ideal ▁and ▁have ▁consequently ▁identified ▁themselves ▁with ▁one ▁another ▁in ▁their ▁ ego ’ .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ NOUN NOUN ADP DET NOUN NOUN CCONJ ADP ADJ ADJ ADJ ADJ NOUN NOUN ADP PRON PRON VERB ADV VERB VERB PART VERB PRON PRON DET NOUN ADP NOUN NOUN VERB VERB NUM CCONJ DET ADJ NOUN ADP DET NOUN ADP ADJ ADJ ADJ NOUN CCONJ VERB ADV VERB PRON ADP NUM DET ADP ADJ NOUN NOUN NOUN NOUN
For them, the solution to the problem of pro - government bias is simple : the broadcasters should treat government and governing party as one and the same, and give it the same coverage as the main opposition party.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADP PRON DET NOUN ADP DET NOUN ADP ADJ PUNCT NOUN NOUN VERB ADJ PUNCT DET NOUN VERB VERB NOUN CCONJ VERB NOUN ADP NUM CCONJ DET ADJ CCONJ VERB PRON DET ADJ NOUN ADP DET ADJ NOUN NOUN	▁For ▁them , ▁the ▁solution ▁to ▁the ▁problem ▁of ▁pro ▁- ▁government ▁bias ▁is ▁simple ▁ : ▁the ▁broadcasters ▁should ▁treat ▁government ▁and ▁governing ▁party ▁as ▁one ▁and ▁the ▁same , ▁and ▁give ▁it ▁the ▁same ▁coverage ▁as ▁the ▁main ▁opposition ▁party .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0	ADP PRON PRON DET NOUN ADP DET NOUN ADP ADJ PUNCT NOUN NOUN VERB ADJ PUNCT PUNCT DET NOUN VERB VERB NOUN CCONJ VERB NOUN ADP NUM CCONJ DET ADJ ADJ CCONJ VERB PRON DET ADJ NOUN ADP DET ADJ NOUN NOUN NOUN
Items commonly used in substitution in English include do, one, and the same, as in the following examples from Halliday and Hasan ( 1976 : 89 ; 105 ) :	0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	dashes	NOUN ADV VERB ADP NOUN ADP PROPN VERB VERB NUM CCONJ DET ADJ ADP ADP DET VERB NOUN ADP PROPN CCONJ PROPN PUNCT NUM PUNCT NUM PUNCT NUM PUNCT PUNCT	▁Items ▁commonly ▁used ▁in ▁substitution ▁in ▁English ▁include ▁do , ▁one , ▁and ▁the ▁same , ▁as ▁in ▁the ▁following ▁examples ▁from ▁Hall i day ▁and ▁Has an ▁( ▁1976 ▁ : ▁89 ▁ ; ▁105 ▁ ) ▁ :	0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN ADV VERB ADP NOUN ADP PROPN VERB VERB VERB NUM NUM CCONJ DET ADJ ADJ ADP ADP DET VERB NOUN ADP PROPN PROPN PROPN CCONJ PROPN PROPN PUNCT NUM PUNCT PUNCT NUM PUNCT PUNCT NUM PUNCT PUNCT PUNCT PUNCT
Douglas Jay observed that the later 1970s were a time of genuine recovery —‘one of the few examples of any Western governments in the seventies reducing both inflationary pressures and unemployment’ at one and the same time.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	PROPN PROPN VERB ADP DET ADJ NUM VERB DET NOUN ADP ADJ NOUN NUM ADP DET ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN VERB DET ADJ NOUN CCONJ NOUN ADP NUM CCONJ DET ADJ NOUN	▁Douglas ▁Ja y ▁observed ▁that ▁the ▁later ▁1970 s ▁were ▁a ▁time ▁of ▁genuine ▁recovery ▁ —‘ one ▁of ▁the ▁few ▁examples ▁of ▁any ▁Western ▁governments ▁in ▁the ▁seven ties ▁reducing ▁both ▁in flationary ▁pressures ▁and ▁unemployment ’ ▁at ▁one ▁and ▁the ▁same ▁time .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	PROPN PROPN PROPN VERB ADP DET ADJ NUM NUM VERB DET NOUN ADP ADJ NOUN NUM NUM NUM ADP DET ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN NOUN VERB DET ADJ ADJ NOUN CCONJ NOUN NOUN ADP NUM CCONJ DET ADJ NOUN NOUN
That glow was swiftly dampened, however, as she realised that in one and the same breath he was as good as saying that he was aware of Lubor Ondrus's propensity to flirt with any female who was a quarter way pretty.	0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET NOUN VERB ADV VERB ADV ADP PRON VERB ADP ADP NUM CCONJ DET ADJ NOUN PRON VERB ADV ADJ ADP VERB ADP PRON VERB ADJ ADP PROPN PROPN NOUN PART NOUN ADP DET NOUN NOUN VERB DET NOUN NOUN ADV	▁That ▁g low ▁was ▁swiftly ▁damp ened , ▁however , ▁as ▁she ▁realised ▁that ▁in ▁one ▁and ▁the ▁same ▁breath ▁he ▁was ▁as ▁good ▁as ▁saying ▁that ▁he ▁was ▁aware ▁of ▁Lu bor ▁On d rus ' s ▁prop ens ity ▁to ▁fl ir t ▁with ▁any ▁female ▁who ▁was ▁a ▁quarter ▁way ▁pretty .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN NOUN VERB ADV VERB VERB VERB ADV ADV ADP PRON VERB ADP ADP NUM CCONJ DET ADJ NOUN PRON VERB ADV ADJ ADP VERB ADP PRON VERB ADJ ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN NOUN PART NOUN NOUN NOUN ADP DET NOUN NOUN VERB DET NOUN NOUN ADV ADV
‘ Simon the Canaanite’ thus becomes one and the same as ‘ Simon Zelotes’or ‘ Simon the Zealot’, appearing in Matthew and Mark under the former designation and in Luke and in Acts under the latter.	0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	PUNCT PROPN DET PROPN ADV VERB NUM CCONJ DET ADJ ADP PUNCT PROPN PROPN PUNCT PROPN DET PROPN VERB ADP PROPN CCONJ PROPN ADP DET ADJ NOUN CCONJ ADP PROPN CCONJ ADP PROPN ADP DET ADJ	▁ ‘ ▁Simon ▁the ▁Canaan ite ’ ▁thus ▁becomes ▁one ▁and ▁the ▁same ▁as ▁ ‘ ▁Simon ▁Ze lot es ’ or ▁ ‘ ▁Simon ▁the ▁Ze al ot ’ , ▁appearing ▁in ▁Mat the w ▁and ▁Mark ▁under ▁the ▁former ▁designation ▁and ▁in ▁L uke ▁and ▁in ▁Acts ▁under ▁the ▁latter .	0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PUNCT PUNCT PROPN DET PROPN PROPN PROPN ADV VERB NUM CCONJ DET ADJ ADP PUNCT PUNCT PROPN PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT PROPN DET PROPN PROPN PROPN PROPN PROPN VERB ADP PROPN PROPN PROPN CCONJ PROPN ADP DET ADJ NOUN CCONJ ADP PROPN PROPN CCONJ ADP PROPN ADP DET ADJ ADJ
The first three Gospels, Matthew, Mark and Luke, if placed side by side, are seen, at one and the same time, to be both similar and dissimilar.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	one and the same	figurative	identical	DET ADJ NUM PROPN PROPN PROPN CCONJ PROPN ADP VERB NOUN ADP NOUN VERB VERB ADP NUM CCONJ DET ADJ NOUN PART VERB CCONJ ADJ CCONJ ADJ	▁The ▁first ▁three ▁Go s pel s , ▁Mat the w , ▁Mark ▁and ▁L uke , ▁if ▁placed ▁side ▁by ▁side , ▁are ▁seen , ▁at ▁one ▁and ▁the ▁same ▁time , ▁to ▁be ▁both ▁similar ▁and ▁dis similar .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0	DET ADJ NUM PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN ADP VERB NOUN ADP NOUN NOUN VERB VERB VERB ADP NUM CCONJ DET ADJ NOUN NOUN PART VERB CCONJ ADJ CCONJ ADJ ADJ ADJ
Inside the ark were the tablets of the law — the supreme verbal statement of God's holiness ( 26:16 ) ; at one and the same time the reason why God dwelt alone ( for none can match his holiness ), and why by means of blood a sinner might enter his presence ( for the blood speaks of life laid down in payment for sin ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADP DET NOUN VERB DET NOUN ADP DET NOUN PUNCT DET ADJ ADJ NOUN ADP PROPN NOUN PUNCT NUM PUNCT PUNCT ADP NUM CCONJ DET ADJ NOUN DET NOUN ADV PROPN VERB ADV PUNCT ADP NOUN VERB VERB ADJ NOUN PUNCT CCONJ ADV ADP NOUN ADP NOUN DET NOUN VERB VERB ADJ NOUN PUNCT ADP DET NOUN VERB ADP NOUN VERB PART ADP NOUN ADP NOUN PUNCT	▁In side ▁the ▁a rk ▁were ▁the ▁tablets ▁of ▁the ▁law ▁ — ▁the ▁supreme ▁verbal ▁statement ▁of ▁God ' s ▁ho lines s ▁( ▁26 : 16 ▁ ) ▁ ; ▁at ▁one ▁and ▁the ▁same ▁time ▁the ▁reason ▁why ▁God ▁dwelt ▁alone ▁( ▁for ▁none ▁can ▁match ▁his ▁ho lines s ▁ ), ▁and ▁why ▁by ▁means ▁of ▁blood ▁a ▁sin ner ▁might ▁enter ▁his ▁presence ▁( ▁for ▁the ▁blood ▁speaks ▁of ▁life ▁laid ▁down ▁in ▁payment ▁for ▁sin ▁ ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP ADP DET NOUN NOUN VERB DET NOUN ADP DET NOUN PUNCT PUNCT DET ADJ ADJ NOUN ADP PROPN PROPN PROPN NOUN NOUN NOUN PUNCT NUM NUM NUM PUNCT PUNCT PUNCT PUNCT ADP NUM CCONJ DET ADJ NOUN DET NOUN ADV PROPN VERB ADV PUNCT ADP NOUN VERB VERB ADJ NOUN NOUN NOUN PUNCT PUNCT CCONJ ADV ADP NOUN ADP NOUN DET NOUN NOUN VERB VERB ADJ NOUN PUNCT ADP DET NOUN VERB ADP NOUN VERB PART ADP NOUN ADP NOUN PUNCT PUNCT
People often assume that personality and behaviour are one and the same and this leads to the erroneous assumption that because the fundamentals of your personality are relatively fixed so also is your behaviour.	0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	NOUN ADV VERB ADP NOUN CCONJ NOUN VERB NUM CCONJ DET ADJ CCONJ DET VERB ADP DET ADJ NOUN ADP ADP DET NOUN ADP ADJ NOUN VERB ADV VERB ADV ADV VERB ADJ NOUN	▁People ▁often ▁assume ▁that ▁personality ▁and ▁behaviour ▁are ▁one ▁and ▁the ▁same ▁and ▁this ▁leads ▁to ▁the ▁erroneous ▁assumption ▁that ▁because ▁the ▁fundamental s ▁of ▁your ▁personality ▁are ▁relatively ▁fixed ▁so ▁also ▁is ▁your ▁behaviour .	0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN ADV VERB ADP NOUN CCONJ NOUN VERB NUM CCONJ DET ADJ CCONJ DET VERB ADP DET ADJ NOUN ADP ADP DET NOUN NOUN ADP ADJ NOUN VERB ADV VERB ADV ADV VERB ADJ NOUN NOUN
Internationally, this system would inevitably interact with capitalism within the framework of ‘ one and the same human civilisation’.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	one and the same	figurative	identical	ADV DET NOUN VERB ADV VERB ADP NOUN ADP DET NOUN ADP NUM NUM CCONJ DET ADJ NOUN NOUN	▁International ly , ▁this ▁system ▁would ▁inevitably ▁interact ▁with ▁capital ism ▁within ▁the ▁framework ▁of ▁ ‘ ▁one ▁and ▁the ▁same ▁human ▁civil isation ’ .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0	ADV ADV ADV DET NOUN VERB ADV VERB ADP NOUN NOUN ADP DET NOUN ADP NUM NUM NUM CCONJ DET ADJ NOUN NOUN NOUN NOUN NOUN
Although the two countries retained their distinctive systems of law and church government, they had henceforward ‘ one and the same Parliament, to be styled the Parliament of Great Britain ', common citizenship, a common currency and the same taxes.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADP DET NUM NOUN VERB ADJ ADJ NOUN ADP NOUN CCONJ NOUN NOUN PRON VERB NOUN ADJ NUM CCONJ DET ADJ PROPN PART VERB VERB DET PROPN ADP PROPN PROPN PUNCT ADJ NOUN DET ADJ NOUN CCONJ DET ADJ NOUN	▁Although ▁the ▁two ▁countries ▁retained ▁their ▁distinctive ▁systems ▁of ▁law ▁and ▁church ▁government , ▁they ▁had ▁hence forward ▁ ‘ ▁one ▁and ▁the ▁same ▁Parliament , ▁to ▁be ▁style d ▁the ▁Parliament ▁of ▁Great ▁Britain ▁' , ▁common ▁citizenship , ▁a ▁common ▁currency ▁and ▁the ▁same ▁taxes .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP DET NUM NOUN VERB ADJ ADJ NOUN ADP NOUN CCONJ NOUN NOUN NOUN PRON VERB NOUN NOUN ADJ ADJ NUM CCONJ DET ADJ PROPN PROPN PART VERB VERB VERB DET PROPN ADP PROPN PROPN PUNCT PUNCT ADJ NOUN NOUN DET ADJ NOUN CCONJ DET ADJ NOUN NOUN
‘ Oh, you 're one and the same?’	0 0 0 0 1 1 0 1	one and the same	figurative	dashes	PUNCT INTJ PRON VERB NUM CCONJ DET NOUN	▁ ‘ ▁O h , ▁you ▁' re ▁one ▁and ▁the ▁same ? ’	0 0 0 0 0 0 0 0 1 1 0 1 1 1	PUNCT PUNCT INTJ INTJ INTJ PRON VERB VERB NUM CCONJ DET NOUN NOUN NOUN
He treats both subjects with a wit which is lucid and ambiguous at one and the same time, so that I recalled Charles Lamb's remark about the possibility of obscurity through too much meaning.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	PRON VERB DET NOUN ADP DET NOUN ADJ VERB ADJ CCONJ ADJ ADP NUM CCONJ DET ADJ NOUN ADP ADP PRON VERB PROPN PROPN NOUN ADP DET NOUN ADP NOUN ADP ADV ADJ NOUN	▁He ▁treat s ▁both ▁subjects ▁with ▁a ▁wit ▁which ▁is ▁lucid ▁and ▁ambiguous ▁at ▁one ▁and ▁the ▁same ▁time , ▁so ▁that ▁I ▁recalled ▁Charles ▁Lamb ' s ▁remark ▁about ▁the ▁possibility ▁of ▁obscur ity ▁through ▁too ▁much ▁meaning .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB DET NOUN ADP DET NOUN ADJ VERB ADJ CCONJ ADJ ADP NUM CCONJ DET ADJ NOUN NOUN ADP ADP PRON VERB PROPN PROPN PROPN PROPN NOUN ADP DET NOUN ADP NOUN NOUN ADP ADV ADJ NOUN NOUN
For this faction, the term ‘ just war’ has secular as well as religious appeal, an ambiguity which permits them to communicate their cause in direct fashion to left - wing British and right - wing American groups at one and the same time.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	ADP DET NOUN DET NOUN PUNCT ADV NOUN VERB ADJ ADV ADV ADP ADJ NOUN DET NOUN ADJ VERB PRON PART VERB ADJ NOUN ADP ADJ NOUN ADP ADJ PUNCT NOUN ADJ CCONJ ADJ PUNCT NOUN ADJ NOUN ADP NUM CCONJ DET ADJ NOUN	▁For ▁this ▁fact ion , ▁the ▁term ▁ ‘ ▁just ▁war ’ ▁has ▁se cular ▁as ▁well ▁as ▁religious ▁appeal , ▁an ▁ambiguity ▁which ▁permits ▁them ▁to ▁communicate ▁their ▁cause ▁in ▁direct ▁fashion ▁to ▁left ▁- ▁wing ▁British ▁and ▁right ▁- ▁wing ▁American ▁groups ▁at ▁one ▁and ▁the ▁same ▁time .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	ADP DET NOUN NOUN NOUN DET NOUN PUNCT PUNCT ADV NOUN NOUN VERB ADJ ADJ ADV ADV ADP ADJ NOUN NOUN DET NOUN ADJ VERB PRON PART VERB ADJ NOUN ADP ADJ NOUN ADP ADJ PUNCT NOUN ADJ CCONJ ADJ PUNCT NOUN ADJ NOUN ADP NUM CCONJ DET ADJ NOUN NOUN
